year,set_num,name,parent_theme_name,num_parts
2017,10730-1,Lightning McQueen Speed Launcher,The Lord of the Rings,47
2017,10731-1,Cruz Ramirez Race Simulator,The Lord of the Rings,59
2017,10732-1,Guido and Luigi's Pit Stop,The Lord of the Rings,75
2017,10733-1,Mater's Junkyard,The Lord of the Rings,62
2017,10734-1,Demolition Site,Collectible Minifigures,175
2017,10735-1,Police Truck Chase,Collectible Minifigures,90
2017,10736-1,Anna & Elsa's Frozen Playground,Collectible Minifigures,94
2017,10737-1,Batman vs. Mr. Freeze,Collectible Minifigures,63
2017,10738-1,Snow White's Forest Cottage,Collectible Minifigures,67
2017,10739-1,Shark Attack,Collectible Minifigures,108
2017,10740-1,Fire Patrol Suitcase,Collectible Minifigures,116
2017,10742-1,Willy's Butte Speed Training,The Lord of the Rings,95
2017,10743-1,Smokey's Garage,The Lord of the Rings,124
2017,10744-1,Thunder Hollow Crazy 8 Race,The Lord of the Rings,191
2017,10745-1,Florida 500 Race Final,The Lord of the Rings,266
2017,10746-1,Mia's Farm Suitcase,Collectible Minifigures,106
2017,10747-1,Andrea and Stephanie's Beach Holiday,Collectible Minifigures,143
2018,10748-1,Emma's Pet Party,Collectible Minifigures,67
2018,10749-1,Mia's Organic Food Market,Collectible Minifigures,115
2018,10750-1,Road Repair Truck,Collectible Minifigures,73
1980,1075-1,LEGO People Supplementary Set,Books,256
2018,10751-1,Mountain Police Chase,Collectible Minifigures,115
2018,10753-1,The Joker Batcave Attack,Collectible Minifigures,151
2018,10754-1,Spider-Man vs. Scorpion Street Showdown,Collectible Minifigures,125
2018,10755-1,Zane's Ninja Boat Pursuit,Collectible Minifigures,131
2018,10756-1,Pteranadon Escape,Legends of Chima,84
2018,10757-1,Raptor Rescue Truck,Legends of Chima,85
2018,10758-1,T.Rex Breakout,Legends of Chima,150
2018,10759-1,Elastigirl's Rooftop Pursuit,Collectible Minifigures,95
2018,10760-1,Underminer Bank Heist,Collectible Minifigures,149
1999,1076-1,Advent Calendar 1999,Castle,228
2018,10761-1,The Great Home Escape,Collectible Minifigures,178
2018,10762-1,Belle's Story Time,Collectible Minifigures,87
2018,10763-1,Stephanie's Lakeside House,Super Heroes,215
2018,10764-1,City Central Airport,Collectible Minifigures,376
2018,10765-1,Ariel's Underwater Concert,Collectible Minifigures,92
2019,10766-1,Woody & RC,Indiana Jones,68
2019,10767-1,Duke Caboom's Stunt Show,Indiana Jones,118
2019,10768-1,Buzz and Bo Peep's Playground Adventure,Indiana Jones,139
2019,10769-1,RV Vacation,Indiana Jones,178
2019,10770-1,Buzz & Woody’s Carnival Mania,Indiana Jones,229
1976,1077-1,Supplementary Set,Duplo,172
2019,10771-1,Carnival Thrill Coaster,Indiana Jones,98
2016,10801-1,Baby Animals,Super Heroes,13
2016,10802-1,Savanna,Mixels,18
2016,10803-1,Arctic,Super Heroes,40
2016,10804-1,Jungle,Mixels,86
2016,10805-1,Around the World,Super Heroes,162
2016,10806-1,Horses,Juniors,20
2016,10807-1,Horse Trailer,Mixels,15
2016,10808-1,Little Plane,Mixels,13
2017,10809-1,Police Patrol,Promotional,15
1976,108-1,Battery Box,Train,1
2016,10810-1,Push Train,Mixels,45
2017,10811-1,Backhoe Loader,Juniors,19
2017,10812-1,Truck & Tracked Excavator,Juniors,26
2016,10813-1,Big Construction Site,Juniors,67
2016,10814-1,Tow Truck Set,Mixels,28
2016,10815-1,My First Rocket,Super Heroes,18
2016,10816-1,My First Cars and Trucks,Super Heroes,36
2016,10817-1,Creative Chest,Super Heroes,70
2016,10818-1,My First Truck,Mixels,29
2016,10819-1,My First Garden,Mixels,25
2016,10820-1,"Creative Building Basket, Multi Color",Super Heroes,110
2016,10822-1,Sofia the First Magical Carriage,Mixels,30
2017,10823-1,Batwing Adventure,Speed Champions,28
2017,10824-1,Miles' Space Adventures,Disney Princess,23
2016,10825-1,Miles' Exo-Flex Suit,Disney Princess,37
2017,10826-1,Miles' Stellosphere Hangar,Disney Princess,44
2016,10827-1,Mickey and Friends Beach House,Juniors,48
2016,10828-1,Doc McStuffins Pet Vet Care,Juniors,30
2016,10829-1,Mickey's Workshop,Juniors,18
2016,10830-1,Minnie's Cafe,Juniors,27
1986,1083-1,Supplementary Pack,Duplo,106
2016,10831-1,My First Caterpillar,Super Heroes,19
2017,10832-1,Birthday Picnic,Mixels,19
2017,10833-1,Preschool,Mixels,39
2017,10834-1,Pizzeria,Mixels,57
2017,10835-1,Family House,Mixels,69
2017,10836-1,Neighborhood (Town Square),Mixels,98
2017,10837-1,Santa's Winter Holiday,Super Heroes,45
2017,10838-1,Family Pets,Mixels,15
2017,10839-1,Shooting Gallery,Super Heroes,32
2017,10840-1,Big Fair,Super Heroes,106
2017,10841-1,Fun Family Fair,Super Heroes,61
2017,10842-1,Batcave Challenge,Speed Champions,73
2017,10843-1,Mickey Racer,Juniors,15
2017,10844-1,Minnie Mouse Bow-tique,Juniors,70
2017,10845-1,My First Carousel,Super Heroes,24
2017,10846-1,Flo's Café,Friends,28
2017,10847-1,My First Number Train,Super Heroes,23
2017,10848-1,My First Bricks,Batman,80
2017,10849-1,My First Plane,Super Heroes,10
2017,10850-1,My First Cakes,Super Heroes,8
2017,10851-1,My First Bus,Super Heroes,6
2017,10852-1,My First Bird,Super Heroes,7
2017,10853-1,Creative Builder Box,Batman,75
2017,10854-1,Creative Box,Batman,120
2017,10855-1,Cinderella's Magical Castle,Fusion,56
2017,10856-1,Mater's Shed,Friends,23
2017,10857-1,Piston Cup Race,Friends,31
2018,10858-1,My First Puzzle Pets,Super Heroes,18
2018,10859-1,My First Ladybug,Super Heroes,6
2018,10860-1,My First Race Car,Super Heroes,6
2000,1086-1,Bulk Bucket,Batman,48
2018,10861-1,My First Emotions,Super Heroes,28
2018,10862-1,My First Celebration,Super Heroes,41
2018,10863-1,My First Animal Brick Box,Super Heroes,34
2018,10864-1,Large Playground Brick Box,Super Heroes,71
2018,10865-1,Fun Creations,Super Heroes,70
2018,10867-1,Farmers' Market,Juniors,24
2018,10868-1,Farm Pony Stable,Juniors,59
2018,10869-1,Farm Adventures,Juniors,104
2018,10870-1,Farm Animals,Juniors,16
2018,10871-1,Airport,Mixels,29
2018,10872-1,Train Bridge and Tracks,Mixels,26
2018,10873-1,Minnie's Birthday Party,Juniors,21
2018,10874-1,Steam Train,Mixels,59
2018,10875-1,Cargo Train,Mixels,105
2018,10876-1,Spider-Man & Hulk Adventures,Mixels,38
2018,10877-1,Belle's Tea Party,Fusion,19
2018,10878-1,Rapunzel's Tower,Fusion,37
2018,10879-1,Gentle Giants Petting Zoo,Super Heroes,24
2018,10880-1,T. Rex Tower,Super Heroes,22
1999,1088-1,Road Burner,Classic Town,25
2018,10881-1,Mickey's Boat,Juniors,28
2018,10882-1,Train Tracks,Mixels,23
2019,10883-1,My First Tow Truck,Super Heroes,11
2019,10884-1,My First Balancing Animals,Super Heroes,15
2019,10885-1,My First Fun Puzzle,Super Heroes,15
2019,10886-1,My First Car Creations,Super Heroes,34
2019,10887-1,Creative Fun,Super Heroes,120
2019,10889-1,Mickey's Vacation House,Juniors,57
1985,1089-1,Lego Basic Figures,Duplo,24
2019,10893-1,Spider-Man vs. Electro,Mixels,29
2019,10894-1,Toy Story Train,Mixels,21
2019,10895-1,Emmet and Lucy's Visitors from the DUPLO Planet,Super Heroes,51
2019,10897-1,My First Minnie Build,Juniors,10
2019,10898-1,My First Mickey Build,Juniors,9
2019,10900-1,Police Bike,Promotional,8
1986,1090-1,TECHNIC Control I,Friends,397
2019,10901-1,Fire Truck,Juniors,21
2019,10902-1,Police Station,Promotional,38
2019,10903-1,Fire Station,Juniors,75
2019,10904-1,Baby Animals,Super Heroes,9
2019,10906-1,Tropical Island,Super Heroes,72
2019,10907-1,World Animals,Super Heroes,119
2019,10908-1,Plane,Mixels,12
2019,10910-1,Submarine Adventure,Super Heroes,24
1986,1092-1,TECHNIC Control II,Friends,467
2012,10937-1,Arkham Asylum Breakout,Universal Building Set,1620
1999,1094-1,Johnny Thunder,Jack Stone,13
1999,1095-1,Super Sub,Agents,24
1997,1096-1,Race Buggy,City,23
1999,1097-1,Res-Q Runner,Classic Town,18
1998,1098-1,Hang Glider,Classic Town,19
1999,1099-1,Ninja Blaster,Legoland,24
1971,1-10,Mini-Wheel Model Maker No. 1,Legoland,87
2001,1100-1,Sky Pirates,City,110
2019,11001-1,Bricks and Ideas,Legends of Chima,123
2019,11002-1,Basic Brick Set,Legends of Chima,300
2019,11003-1,Bricks and Eyes,Legends of Chima,451
2019,11004-1,Windows of Creativity,Legends of Chima,450
2019,11005-1,Creative Fun,Legends of Chima,900
1977,110-1,Universal Building Set,Town,129
1977,1101-1,Replacement 4.5V Motor,Minitalia,1
1977,1102-1,Motor Bushes,Service Packs,4
1977,1103-1,Battery Box,Minitalia,1
2008,1103-2,DNA Student Set,Duplo,521
1977,1104-1,Battery Cables (75cm),Minitalia,2
1977,1105-1,Crawler Tracks,Minitalia,2
1977,1106-1,Battery Tender,Service Packs,2
1999,1106-2,Basic Building Set,Sports,431
1977,1107-1,Signal and Direction-Change Switch,Service Packs,4
1977,1108-1,Magnetic Couplings,Service Packs,4
1977,1109-1,Magnetic Couplings for Railway Car,Service Packs,4
1981,1-11,Basic Souvenir Box,Town,36
1977,1110-1,Train Wheels,Service Packs,8
1977,111-1,Universal Building Set,Town,174
1977,1111-1,Rubber Rims for Locomotive Wheels,Service Packs,8
1966,111-2,Starter Train Set without Motor,Advent Sub-Set,118
1977,1112-1,Train Sliding Wheel Blocks,Service Packs,2
1977,1113-1,Motor Frame and Couplers,Minitalia,5
1977,1114-1,Motor Frame,Minitalia,1
1977,1115-1,4.5V Lighting Brick (2 x 2),Minitalia,1
1977,1116-1,"Chain Links, Small",Minitalia,25
1977,1118-1,"Boat Weight, Red",Minitalia,1
2019,111901-1,Garmadon,Legoland Parks,10
1977,1119-1,Locomotive Piston Assemblies,Service Packs,6
1973,11-2,Small Pre-School Basic Set,Legoland,31
1977,1120-1,Tires (42 mm),Minitalia,2
1977,112-1,Universal Building Set,Town,200
1977,1121-1,"Propellers, Wheels and Rotor Unit",Minitalia,15
1966,112-2,Locomotive with Motor,Advent Sub-Set,74
1977,1122-1,Hinges,Minitalia,3
1977,1123-1,"Ball and Socket Couplings, Articulated Joint",Minitalia,8
1977,1124-1,Digger Bucket,Minitalia,3
1977,1125-1,Crane Grab,Minitalia,3
1984,1126-1,"Jack Complete Assembly, Blue",Minitalia,1
1999,1127-1,Santa,Advent,39
1997,1128-1,Santa on Skis,Advent,21
1980,1129-1,Spread Bag,Sports,1
1999,1129-2,Santa on Reindeer,Advent,34
1977,11-3,Locomotive Traction Tires,Service Packs,8
1980,1130-1,Storage Folder for Building Instructions (16 Internal Pockets),Minitalia,1
1977,113-1,Universal Building Set,Town,293
1981,1131-1,Tires (42 mm) and Hubs,Quatro,4
1966,113-2,Motorized Train Set,Advent Sub-Set,344
1981,1132-1,Hinges,Minitalia,8
1981,1133-1,Brick Hinges,Minitalia,8
1981,1134-1,Battery Wagon,Service Packs,2
1981,1135-1,"Battery Cable Kit: 12 Connectors, 3m Cable",Minitalia,13
1981,1135-2,"Battery Cable Kit: 16 Connectors, 3m Cable",Minitalia,17
1981,1135-3,"Battery Cable Kit: 20 Connectors, 3m Cable",Minitalia,21
1981,1136-1,"Buffers, Magnetic Couplers",Service Packs,6
1981,1137-1,Train Couplings,Service Packs,4
1981,1138-1,Replacement Rubber Wheel Treads for Trains,Service Packs,8
1981,1139-1,Motor-Mount Plate with Magnetic Couplers,Service Packs,5
1981,1140-1,12V Light Bricks,Minitalia,2
1977,114-1,Universal Building Set,Town,390
1981,1141-1,Wheel Bricks with Small Red Train Wheels,Service Packs,2
1966,114-2,Small Train Set,Advent Sub-Set,88
1981,1142-1,Wheel Bricks with Small Black Train-Wheels,Service Packs,2
1981,1143-1,Wheel Bricks with Large Red Train Wheels,Service Packs,2
1981,1144-1,Train Baseplate,Service Packs,1
1981,1145-1,Bogie Plate,Service Packs,1
1981,1146-1,"Pushrods, Cylinder Housings",Service Packs,6
1981,1147-1,"Light Prisms & Holder, Red/Yellow Light Covers",Service Packs,7
1981,1148-1,Differential,Quatro,5
2002,1149-1,Air Police,Classic Town,24
1982,1149-2,Bulldozer Chainlinks,Quatro,52
1977,1150-1,Replacement Motor 12V,Minitalia,1
1973,115-1,Building Set,Town,190
1977,1151-1,Train Power Pick-Up Blocks,Service Packs,2
1966,115-2,Starter Train Set with Motor,Advent Sub-Set,132
1977,1152-1,Electric Wire,Service Packs,2
1986,1154-1,Battery Control Unit,Quatro,1
1985,1160-1,"TECHNIC Pneumatic Tubing, 40cm +100cm",Quatro,2
1967,116-1,Starter Train Set with Motor,Advent Sub-Set,364
1985,1161-1,TECHNIC Pneumatic Pump Cylinder 48mm,Quatro,1
1968,116-2,Deluxe Motorized Train Set,Advent Sub-Set,361
1985,1162-1,TECHNIC Pneumatic Piston Cylinder 48mm,Quatro,1
1985,1163-1,TECHNIC Pneumatic Piston Cylinder 60mm,Quatro,1
1985,1164-1,TECHNIC Pneumatic 2 Way Valve and Nonreturn Valve,Quatro,2
1986,1168-1,Battery Box,Technic,1
1986,1169-1,Bogie Plates,Service Packs,2
1986,1170-1,Replacement Train Battery Tender,Service Packs,2
1967,117-1,Locomotive without Motor,Advent Sub-Set,99
1986,1171-1,Lighting Brick with Red and Blue Globes,Minitalia,5
1986,1172-1,Colored Globes,Minitalia,5
1986,1174-1,Motorhome for Basic Motor 4.5V/Train Motor 12V,Minitalia,2
1982,1175-1,4.5v TECHNIC Motor,Quatro,1
1978,1176-1,Gear Racks and Turntables,Quatro,6
2000,1177-1,Santa In Truck with Polar Bear,Advent,26
1986,1178-1,"Siren, Black",Minitalia,1
1986,1179-1,Replacement Space Siren,Minitalia,1
1999,1180-1,Space Port Moon Buggy,Classic Town,25
1968,118-1,Electronic Train,Advent Sub-Set,103
1999,1181-1,Space Port Spacecraft,Classic Town,23
1968,118-2,Small Train Set,Advent Sub-Set,117
1999,1182-1,Adventurers Raft,Jack Stone,18
1969,118-3,Motorized Freight or Passenger Train (Sears Exclusive),Advent Sub-Set,419
1999,1183-1,Mummy and Cart,Jack Stone,17
1999,1184-1,Cart,Legoland,24
1999,1185-1,Raft,Legoland,25
1999,1186-1,Cart,Legoland,25
1999,1187-1,Glider,Legoland,23
1999,1188-1,Fire Formula,Classic Town,38
1999,1189-1,Rocket Boat,Classic Town,30
1999,1190-1,Retro Buggy,Classic Town,45
2012,11903-1,Brickmaster: Fight The Power Of The Snakes,Super Heroes,156
2015,11908-1,Build Your Own Adventure with Liza Mini-Doll and Touring Car,Super Heroes,77
2015,11909-1,Ninjago: Build Your Own Adventure,Legoland Parks,74
1968,119-1,Super Train Set,Advent Sub-Set,401
2015,11910-1,Micro-Scale Space Cruiser,Racers,102
1999,1191-1,Try Bird,Classic Town,34
2016,11911-1,LEGO City: Build Your Own Adventure,Model,99
2016,11912-1,LEGO Star Wars: Build Your Own Adventure,Pirates I,73
2017,11913-1,Nexo Knights Build Your Own Adventure,Super Heroes,78
2017,11914-1,DC Comics Super Heroes Build Your Own Adventure,Super Heroes,84
2018,11915-1,Ninjago: Build Your Own Adventure: Greatest Ninja Battles,Super Heroes,72
1999,1193-1,Water Park Tub,Juniors,41
1999,1194-1,Classic Building Table,Sports,408
2001,1195-1,Alien Encounter,Space,42
2000,1196-1,Biker with Bicycle,Service Packs,7
2000,1197-1,Telekom Race Cyclist and Television Motorbike,Service Packs,30
1981,1197-2,Crown Gears,Quatro,2
2000,1198-1,Service Team - 2 Bikers with Service Tools,Service Packs,81
2000,1199-1,Winning Team,Service Packs,110
2011,11995-1,Hero Recon Team,Dino Attack,0
1955,1200-1,"LEGO Town Plan Board, Large Plastic",Boat,1
1956,1200-2,"LEGO Town Plan Board, Small Plastic",Boat,1
1957,1200M-1,LEGO Town Plan Wooden Board,Boat,1
1969,120-1,Complete Freight Train Set with Tipper Trucks,Advent Sub-Set,163
2002,1201-2,Chicken Run,Batman,6
1966,120-2,Small Basic Set,Bionicle,121
2001,1202-1,racer polybag,Racers,1
1985,1203-1,"Turntables (4 x 4), Turntables (2 x 2)",Minitalia,8
1984,1204-1,"Fences, Red and Black",Minitalia,10
1985,120438-1,Basic Building Set,Town,176
1982,1205-1,Keys for Wind-Up Motor,Minitalia,2
1982,1206-1,"Round Bricks (2 x 2), White",Minitalia,10
1982,1207-1,"Turntables (4 x 4), Red",Minitalia,2
1982,1208-1,"Inverted Slope Bricks, Assorted, Red",Minitalia,16
1982,1209-1,Fences and Gates,Minitalia,10
1981,12-1,Blue Space Elements,Primo,8
1982,1210-1,Winch Block and Hook Assembly,Minitalia,3
1955,1210-2,Small Store Set,Boat,30
1979,121-1,Roadster,Vehicle,23
1982,1211-1,Space Stands and Brackets,Minitalia,8
1955,1211-2,Small House Set,Boat,19
1982,1212-1,"Rocket Tops, Black",Minitalia,6
1955,1212-2,Small House - Left Set,Boat,21
1982,1213-1,Space Radar Disks,Primo,5
1955,1213-2,Small House - Right Set,Boat,23
1984,1214-1,Upper Part of Motorhome for 4.5V/12V Trainmotor,Service Packs,1
1955,1214-2,Windows and Doors,Bionicle,24
2018,12142020-1,Ninjago Movie - Official Annual 2018,Super Heroes,7
2016,12147980-1,Nexo Knights: Nexo Powers Rule!,Super Heroes,12
2016,12148079-1,Ninjago: Sky Pirates Attack!,Super Heroes,7
1981,1215-1,Train Motor 4.5V Type II Lower Housing,Service Packs,1
1955,1215-2,2 x 8 & 2 x 10 Bricks,Bionicle,20
1982,1216-1,Semaphores with Feet,Service Packs,8
1955,1216-2,4 x 4 Corner Bricks,Bionicle,20
1982,1217-1,Yellow Girder Beams & Plates,Quatro,20
1955,1217-2,2 x 4 Bricks,Bionicle,52
2018,121801-1,Baby Raptor and Nest,Collectible Minifigures,23
2018,121802-1,Owen and Lookout Tower,Collectible Minifigures,37
1982,1218-1,Blue Girder Beams & Plates,Quatro,20
1955,1218-2,2 x 3 Bricks,Bionicle,60
2019,121903-1,Raptor Ambush,Collectible Minifigures,36
1982,1219-1,TECHNIC Beams & Plates [Red],Quatro,20
1955,1219-2,2 x 2 Bricks,Bionicle,80
1982,1220-1,Black Girder Beams & Plates,Quatro,20
2017,12201420-1,The Lego Ninjago Movie: Garmageddon in Ninjago City!,Super Heroes,8
1955,1220-2,1 x 2 Bricks,Bionicle,104
2011,12202014-1,Ninjago: Spinning Power,Super Heroes,8
1969,122-1,Loco and Tender,Advent Sub-Set,96
1982,1221-1,TECHNIC beams - yellow,Quatro,8
1955,1221-2,1 x 1 Bricks,Bionicle,160
1982,1222-1,TECHNIC beams - blue,Quatro,8
1955,1222-2,1 x 1 Round Bricks,Bionicle,200
1982,1223-1,TECHNIC beams - black,Quatro,8
1955,1223-2,2 x 2 & 2 x 4 Curved Bricks,Bionicle,14
1957,1223-3,2 x 2 Curved Bricks,Bionicle,100
1982,1224-1,TECHNIC Beams [Red],Quatro,8
1955,1224.1-1,8 Danish Named Beams,Bionicle,8
1955,1224-2,8 Named Beams,Bionicle,8
1955,1224A-1,1 x 6 and 1 x 8 Bricks,Bionicle,36
1982,1225-1,Assortment of Axles,Quatro,32
1955,1225-2,Mixed Plates Parts Pack,Bionicle,6
1982,1226-1,Tractor Tires & Hubs,Quatro,12
1956,1226-2,6 x 8 & 2 x 8 Plates,Bionicle,4
1982,1227-1,Gear Wheel Assortment,Quatro,15
1956,1227-2,4 x 8 & 2 x 8 Plates,Bionicle,5
1982,1228-1,Differential Gear Housing,Quatro,28
1956,1228-2,4 x 8 Curved & 2 x 8 Plates,Bionicle,5
1982,1229-1,TECHNIC Chainlinks,Quatro,70
1977,12-3,Wheel Bearings for Locomotives,Service Packs,2
1982,1230-1,TECHNIC Bulldozer Chainlinks,Quatro,54
1955,1230-2,Windows and Door without Glass,Bionicle,6
1969,123-1,Passenger Coach,Advent Sub-Set,98
1982,1231-1,X-Large Tires & Hubs,Quatro,4
1956,1231-2,"Windows and Door with Glass, Red",Bionicle,10
1956,1231-3,"Windows and Door with Glass, White",Bionicle,10
1982,1232-1,Toggle Joints & Connectors,Quatro,46
1984,1233-1,Axle Assortment,Quatro,34
1958,1233-2,Light Masts,Bionicle,4
1984,1234-1,Gear Wheel Assortment,Quatro,21
1983,1234-3,"Replacement Gearbox for Electric, Motor 4.5V/12V Type II 12 x 4 x 3 1/3",Minitalia,1
1984,1235-1,Differential Gear Housing,Quatro,19
1955,1235-2,Garage Plate and Door,Bionicle,3
1984,1236-1,TECHNIC wheels with hubs,Quatro,4
1955,1236-2,Garage,Boat,59
1979,1236-3,12V Technic Motor,Quatro,1
2001,1237-1,Honda Promotional Set,Model,55
2001,1239-1,Subzero,Racers,4
1985,1239-2,Remote Control for Electric Points,Service Packs,8
1986,1240-1,"Hinges and Tilted Bearings, Light Gray",Minitalia,16
1955,1240-2,8 Road Signs,Bionicle,8
1969,124-1,Goods Wagon,Advent Sub-Set,56
1985,1241-1,Digger Bucket Assembly,Minitalia,4
1955,1241-2,8 Road Signs,Bionicle,8
1986,1242-1,Crane Grab and Winch,Minitalia,4
1957,1242-2,International Flags,Bionicle,5
1957,1242D-1,5 Danish Flags,Bionicle,5
1986,1243-1,Hinges and Couplings,Minitalia,9
1986,1244-1,Runway Plates,Minitalia,2
1986,1245-1,T- and Intersection Plates,Minitalia,2
1957,1245-2,Lighting Device Pack,Bionicle,3
1999,1246-1,Helicopter,Model,26
1999,1247-1,Patrol Car,Model,32
1955,1247-2,Esso Pumps/Sign,Bionicle,2
1999,1248-1,Fire Boat,Model,24
1955,1248-2,Painted Trees and Bushes,Bionicle,6
1999,1249-1,Tri-motorbike,Town,21
1999,1250-1,Dragster,Classic Town,24
1969,125-1,Tipping Wagon,Advent Sub-Set,20
1999,1251-1,Go-Cart,Classic Town,25
1974,125-2,Building Set,Town,234
1999,1252-1,Shell Tanker,Classic Town,106
1999,1253-1,Shell Car Transporter,Classic Town,101
1999,1254-1,Shell Select Shop,Classic Town,164
1999,1255-1,Shell Car Wash,Classic Town,136
1999,1256-1,Shell Petrol Pump,Classic Town,156
1999,1257-1,Trike Buggy,Model,30
1999,1258-1,Propellor Buggy,Technic,29
1999,1259-1,Motorbike,Model,28
1999,1260-1,Car,Model,26
1957,1260-2,1:87 Twenty Four Models,Bionicle,24
1970,126-1,Steam Locomotive (Push),Advent Sub-Set,60
2000,1261-1,Tea with Bumblebee,Disney,10
2000,1263-1,Easter Bunny,Advent,29
2000,1264-1,Easter Chicks,Advent,30
1999,1265-1,Moon Buggy,Classic Town,25
1999,1266-1,Space Probe,Classic Town,23
1985,1267-1,Shock Absorbers,Quatro,4
1999,1268-1,Bike Blaster,Model,28
1999,1269-1,White Ninja,Legoland,23
2005,1270-2,Trial Size Bag - Chromika,Basic Model,16
1969,127-1,Train Set,Advent Sub-Set,365
1999,1271-1,Jungle Surprise,Spider-Man,33
1956,1271-2,Traffic Police Set,Boat,6
2000,1272-1,Blue Racer,Classic Town,23
2000,1273-1,Red Four Wheel Driver,Classic Town,20
